Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fldpct,Rtot,Rtot-yr,Rdrs,Rdrs-yr,Rgood,RF-9,RF-G,Pos-Summary,Name-additional
1335,Will Vest,29,DET,AL,69,0,0,70.1,11,4,7,0,0,1.000,,,1,3,0,1.41,0.16,P,vestwi01
1336,Thyago Vieira,31,TOT,ZZ,28,0,0,38.0,6,3,2,1,0,.833,,,0,0,0,1.18,0.18,P,vieirth01
1337,Mark Vientos,24,NYM,NL,110,105,78,905.1,264,79,180,5,16,.981,1,2,-5,-7,0,2.57,2.31,3B-1B,vientma01
1338,Matt Vierling,27,DET,AL,138,124,90,1110.1,319,238,77,4,7,.987,9,10,2,2,-2,2.55,2.10,OF-3B-1B,vierlma01
1339,Ryan Vilade,25,DET,AL,16,12,8,112.1,32,32,0,0,0,1.000,0,4,-4,-42,-1,2.56,1.88,OF-1B,viladry01
1340,Eli Villalobos,27,MIA,NL,3,0,0,4.1,1,0,1,0,0,1.000,,,0,0,0,2.08,0.33,P,villael02
1341,David Villar,27,SFG,NL,10,10,9,86.0,90,79,11,0,5,1.000,-3,-36,0,0,0,9.42,9.00,1B,villada01
1342,Darius Vines,26,ATL,NL,4,2,0,13.2,3,1,2,0,0,1.000,,,0,0,0,1.98,0.75,P,vinesda01
1343,Victor Vodnik,24,COL,NL,64,0,0,73.2,14,9,5,0,0,1.000,,,-2,-5,0,1.71,0.22,P,vodnivi01
1344,Anthony Volpe,23,NYY,AL,160,158,156,1416.2,570,210,344,16,68,.972,4,4,6,5,0,3.52,3.46,SS,volpean01
1345,Jason Vosler,30,SEA,AL,6,4,2,36.0,24,21,3,0,3,1.000,-1,-19,0,0,0,6.00,3.43,1B-OF,vosleja01
1346,Austin Voth,32,SEA,AL,68,0,0,61.0,13,10,2,1,0,.923,,,0,0,0,1.77,0.18,P,vothau01
1347,Michael Wacha,32,KCR,AL,29,29,0,166.2,29,9,20,0,3,1.000,,,5,6,0,1.57,1.00,P,wachami01
1348,LaMonte Wade Jr.,30,SFG,NL,104,92,70,785.0,739,660,78,1,59,.999,-5,-7,1,1,2,8.46,6.96,1B-OF,wadela01
1349,Tyler Wade,29,SDP,NL,72,38,20,381.2,104,48,53,3,5,.971,-8,-24,-5,-15,0,2.38,1.26,3B-SS-OF-2B,wadety01
1350,Eric Wagaman,26,LAA,AL,18,17,17,153.1,54,11,39,4,4,.926,1,8,3,23,1,2.93,2.78,3B-OF,wagamer01
1351,Will Wagner,25,TOR,AL,21,19,17,175.0,85,31,53,1,12,.988,0,2,1,7,0,4.32,3.82,2B-1B,wagnewi01
1352,Jacob Waguespack,30,TBR,AL,4,1,0,10.0,1,1,0,0,0,1.000,,,0,0,0,0.90,0.25,P,wagueja01
1353,Hurston Waldrep,22,ATL,NL,2,2,0,7.0,0,0,0,0,0,,,,-1,-29,,0.00,0.00,P,waldrhu01
1354,Matt Waldron,27,SDP,NL,27,26,0,146.2,19,5,14,0,2,1.000,,,0,0,0,1.17,0.70,P,waldrma01
1355,Christian Walker,33,ARI,NL,129,126,117,1104.1,1055,977,76,2,104,.998,4,5,7,8,1,8.58,8.16,1B,walkech02
1356,Jordan Walker,22,STL,NL,48,46,22,367.1,67,64,2,1,1,.985,-1,-4,-4,-13,-1,1.62,1.38,OF,walkejo02
1357,Josh Walker,29,NYM,NL,10,0,0,12.1,2,2,0,0,0,1.000,,,0,0,0,1.46,0.20,P,walkejo03
1358,Ryan Walker,28,SFG,NL,76,1,0,80.0,11,5,6,0,0,1.000,,,0,0,0,1.24,0.14,P,walkery01
1359,Taijuan Walker,31,PHI,NL,19,15,0,83.2,18,9,8,1,2,.944,,,0,0,0,1.83,0.89,P,walketa01
1360,Forrest Wall,28,TOT,NL,13,11,7,93.0,18,18,0,0,0,1.000,-1,-18,2,25,0,1.74,1.38,OF,wallfo01
1361,Matt Wallner,26,MIN,AL,58,49,33,425.1,113,109,4,0,1,1.000,-2,-5,0,0,1,2.39,1.95,OF-P,wallnma01
1362,Taylor Walls,27,TBR,AL,83,68,64,625.1,255,80,172,3,33,.988,15,28,12,23,0,3.63,3.04,SS,wallsta01
1363,Jared Walsh,30,TEX,AL,16,14,14,126.0,116,104,10,2,11,.983,0,-3,-1,-10,0,8.14,7.13,1B,walshja01
1364,Blake Walston,23,ARI,NL,7,2,0,18.1,2,0,2,0,0,1.000,,,0,0,0,0.98,0.29,P,walstbl01
1365,Andrew Walters,23,CLE,AL,9,1,0,8.2,1,1,0,0,0,1.000,,,0,0,0,1.04,0.11,P,waltean01
1366,Donovan Walton,30,SFG,NL,9,6,6,62.2,26,10,16,0,1,1.000,-1,-14,1,19,0,3.73,2.89,2B-P,waltodo01
1367,Andrew Wantz,28,LAA,AL,1,0,0,1.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,wantzan01
1368,Taylor Ward,30,LAA,AL,141,141,136,1241.0,315,302,8,5,0,.984,2,2,0,0,2,2.25,2.20,OF,wardta01
1369,Austin Warren,28,SFG,NL,6,0,0,10.2,3,2,1,0,1,1.000,,,0,0,0,2.53,0.50,P,warreau01
1370,Will Warren,25,NYY,AL,6,5,0,22.2,1,1,0,0,0,1.000,,,0,0,0,0.40,0.17,P,warrewi01
1371,Drew Waters,25,KCR,AL,6,5,3,45.0,11,9,1,1,0,.909,0,-2,0,0,0,2.00,1.67,OF,waterdr01
1372,Ryan Weathers,24,MIA,NL,16,16,0,86.2,11,1,10,0,0,1.000,,,1,2,0,1.14,0.69,P,weathry01
1373,Luke Weaver,30,NYY,AL,62,0,0,84.0,9,2,5,2,0,.778,,,0,0,0,0.75,0.11,P,weavelu01
1374,Jacob Webb,30,BAL,AL,60,0,0,56.2,8,2,6,0,0,1.000,,,0,0,0,1.27,0.13,P,webbja01
1375,Logan Webb,27,SFG,NL,33,33,1,204.2,50,15,33,2,5,.960,,,-3,-3,-1,2.11,1.45,P,webblo01
1376,Jordan Weems,31,WSN,NL,41,0,0,41.2,10,1,8,1,1,.900,,,1,5,0,1.94,0.22,P,weemsjo01
1377,Greg Weissert,29,BOS,AL,62,0,0,63.1,11,4,7,0,1,1.000,,,1,3,0,1.56,0.18,P,weissgr01
1378,Austin Wells,24,NYY,AL,110,96,85,872.1,936,892,33,11,5,.988,6,9,11,15,1,9.54,8.41,C,wellsau01
1379,Tyler Wells,29,BAL,AL,3,3,0,15.1,2,0,2,0,0,1.000,,,0,0,0,1.17,0.67,P,wellsty01
1380,Joey Wendle,34,NYM,NL,18,10,5,98.0,40,13,24,3,3,.925,-1,-10,-1,-12,0,3.40,2.06,2B-3B-SS,wendljo01
1381,Davis Wendzel,27,TEX,AL,21,11,6,113.2,28,6,22,0,0,1.000,2,24,3,32,0,2.22,1.33,3B-2B-1B,wendzda01
1382,Joey Wentz,26,TOT,ZZ,46,1,0,67.1,9,3,5,1,0,.889,,,-2,-35,0,1.07,0.17,P,wentzjo01
1383,Hayden Wesneski,26,CHC,NL,28,7,0,67.2,17,8,7,2,1,.882,,,-1,-3,0,2.00,0.54,P,wesneha01
1384,Jamie Westbrook,29,BOS,AL,20,13,5,104.0,58,21,36,1,6,.983,0,2,0,0,0,4.93,2.71,2B-OF-3B,westbja02
1385,Jordan Westburg,25,BAL,AL,106,106,86,934.1,279,91,181,7,16,.975,-9,-12,-10,-13,0,2.62,2.23,3B-2B-SS,westbjo01
1386,Zack Wheeler,34,PHI,NL,32,32,0,200.0,38,21,17,0,1,1.000,,,3,3,0,1.71,1.19,P,wheelza01
1387,Shay Whitcomb,25,HOU,AL,17,10,7,104.0,35,14,16,5,3,.857,-2,-26,-4,-46,0,2.60,1.67,3B-2B,whitcsh01
1388,Eli White,30,ATL,NL,30,5,5,109.0,28,28,0,0,0,1.000,2,18,2,22,0,2.31,0.90,OF-2B,whiteel04
1389,Mitch White,29,TOT,ZZ,13,0,0,23.2,3,2,1,0,0,1.000,,,1,50,0,1.14,0.23,P,whitemi03
1390,Owen White,24,TEX,AL,3,0,0,3.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,whiteow01
1391,Forrest Whitley,26,HOU,AL,3,0,0,3.1,1,0,0,1,0,.000,,,0,0,0,0.00,0.00,P,whitlfo01
1392,Garrett Whitlock,28,BOS,AL,4,4,0,18.1,7,4,3,0,0,1.000,,,0,0,0,3.44,1.75,P,whitlga01
1393,Jordan Wicks,24,CHC,NL,11,10,0,46.0,4,0,4,0,1,1.000,,,-1,-4,0,0.78,0.36,P,wicksjo01
1394,Joey Wiemer,25,TOT,NL,19,6,4,74.1,13,12,0,1,0,.923,-1,-13,2,32,2,1.45,0.63,OF,wiemejo01
1395,Alika Williams,25,PIT,NL,34,26,19,240.2,100,38,60,2,9,.980,1,3,-1,-5,0,3.66,2.72,2B-SS,willial04
1396,Devin Williams,29,MIL,NL,22,0,0,21.2,3,2,1,0,0,1.000,,,0,0,0,1.25,0.14,P,willide03
1397,Gavin Williams,24,CLE,AL,16,16,0,76.0,13,3,9,1,0,.923,,,0,0,0,1.42,0.75,P,williga01
1398,Luke Williams,27,ATL,NL,22,14,9,131.0,47,15,30,2,4,.957,3,31,3,27,0,3.09,2.05,2B-3B-OF-SS-P,willilu01
1399,Trevor Williams,32,WSN,NL,13,13,0,66.2,7,2,5,0,0,1.000,,,2,6,0,0.95,0.54,P,willitr01
1400,Brandon Williamson,26,CIN,NL,4,3,0,14.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,willibr02
1401,Amos Willingham,25,WSN,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,william01
1402,Bryse Wilson,26,MIL,NL,34,9,0,104.2,7,1,6,0,0,1.000,,,-1,-2,0,0.60,0.21,P,wilsobr02
1403,Jacob Wilson,22,OAK,AL,27,27,24,236.0,101,32,69,0,16,1.000,-6,-29,-4,-20,1,3.85,3.74,SS,wilsoja05
1404,Justin Wilson,36,CIN,NL,60,0,0,46.2,8,2,4,2,0,.750,,,0,0,0,1.16,0.10,P,wilsoju10
1405,Steven Wilson,29,CHW,AL,40,0,0,34.2,5,0,5,0,0,1.000,,,1,6,0,1.30,0.13,P,wilsost02
1406,Weston Wilson,29,PHI,NL,35,21,10,206.0,46,30,14,2,3,.957,-3,-20,0,0,0,1.92,1.16,OF-3B-2B-1B-P,wilsowe01
1407,Allan Winans,28,ATL,NL,2,2,0,7.2,2,0,2,0,0,1.000,,,0,0,0,2.35,1.00,P,winanal01
1408,Josh Winckowski,26,BOS,AL,40,6,0,76.0,15,9,6,0,1,1.000,,,-1,-3,0,1.78,0.38,P,winckjo01
1409,Josh Winder,27,MIN,AL,4,0,0,9.0,1,1,0,0,0,1.000,,,-1,-22,0,1.00,0.25,P,windejo01
1410,Trey Wingenter,30,TOT,ZZ,7,0,0,8.1,1,0,1,0,0,1.000,,,0,0,0,1.08,0.14,P,wingetr01
1411,Jesse Winker,30,TOT,NL,92,85,50,670.2,138,129,7,2,1,.986,-3,-5,1,1,1,1.83,1.48,OF,winkeje01
1412,Cole Winn,24,TEX,AL,13,0,0,17.1,3,1,2,0,0,1.000,,,0,0,0,1.56,0.23,P,winnco01
1413,Keaton Winn,26,SFG,NL,12,12,0,55.1,11,7,4,0,0,1.000,,,1,4,0,1.79,0.92,P,winnke01
1414,Masyn Winn,22,STL,NL,148,143,141,1285.1,611,191,402,18,100,.971,10,10,14,13,2,4.15,4.01,SS,winnma01
1415,Patrick Wisdom,32,CHC,NL,50,30,13,265.0,164,132,27,5,9,.970,0,-1,-1,-4,0,5.40,2.84,1B-3B-OF-2B-P,wisdopa01
1416,Brett Wisely,25,SFG,NL,86,68,54,626.2,288,85,200,3,43,.990,2,3,4,7,-1,4.09,3.10,2B-SS-3B-OF-1B,wiselbr01
1417,Bobby Witt Jr.,24,KCR,AL,160,160,149,1393.2,583,207,361,15,78,.974,-1,-1,2,2,4,3.67,3.55,SS,wittbo02
1418,Connor Wong,28,BOS,AL,116,106,92,964.0,928,873,49,6,8,.994,-3,-3,-16,-19,-3,8.61,7.26,C-1B-2B-OF,wongco01
1419,Bryan Woo,24,SEA,AL,22,22,0,121.1,21,14,7,0,0,1.000,,,0,0,0,1.56,0.95,P,woobr01
1420,Alex Wood,33,OAK,AL,9,9,0,39.1,9,2,7,0,1,1.000,,,2,10,0,2.06,1.00,P,woodal02
1421,James Wood,21,WSN,NL,79,79,77,697.2,137,129,4,4,1,.971,-2,-3,-7,-12,-2,1.72,1.68,OF,woodja03
1422,Jake Woodford,27,TOT,ZZ,9,7,0,35.0,4,0,4,0,0,1.000,,,1,34,0,1.03,0.44,P,woodfja01
1423,Simeon Woods Richardson,23,MIN,AL,28,28,0,133.2,21,11,7,3,2,.857,,,-2,-3,0,1.21,0.64,P,woodssi01
1424,Justin Wrobleski,23,LAD,NL,8,6,0,36.1,2,0,1,1,0,.500,,,-1,-6,0,0.25,0.13,P,wroblju01
1425,Austin Wynns,33,CIN,NL,6,6,4,49.0,50,44,6,0,0,1.000,1,24,2,49,0,9.18,8.33,C,wynnsau01
1426,Yoshinobu Yamamoto,25,LAD,NL,18,18,0,90.0,14,5,9,0,0,1.000,,,2,4,0,1.40,0.78,P,yamamyo01
1427,Ryan Yarbrough,32,TOT,ZZ,44,0,0,98.2,25,6,16,3,1,.880,,,3,36,0,2.01,0.50,P,yarbrry01
1428,Mike Yastrzemski,33,SFG,NL,134,120,94,1043.0,221,212,5,4,1,.982,-6,-7,4,4,0,1.87,1.61,OF-P,yastrmi01
1429,Kirby Yates,37,TEX,AL,61,0,0,61.2,11,4,6,1,0,.909,,,0,0,0,1.46,0.16,P,yateski01
1430,Christian Yelich,32,MIL,NL,48,47,44,402.1,79,75,3,1,1,.987,-1,-4,-5,-14,0,1.74,1.63,OF,yelicch01
1431,Juan Yepez,26,WSN,NL,47,45,41,398.1,372,351,19,2,43,.995,-4,-11,-2,-6,-1,8.36,7.87,1B,yepezju01
1432,Nick Yorke,22,PIT,NL,11,11,9,92.0,26,14,11,1,3,.962,-3,-39,-3,-39,0,2.45,2.27,2B-OF-3B,yorkeni01
1433,Masataka Yoshida,30,BOS,AL,1,0,0,1.0,0,0,0,0,0,,0,-396,0,0,0,0.00,0.00,OF,yoshima02
1434,Alex Young,30,TOT,NL,17,0,0,15.2,2,1,1,0,0,1.000,,,0,0,0,1.15,0.12,P,youngal01
1435,Danny Young,30,NYM,NL,42,0,0,37.2,6,2,2,2,0,.667,,,-1,-5,0,0.96,0.10,P,youngda02
1436,Jacob Young,24,WSN,NL,149,142,137,1251.2,401,388,5,8,2,.980,8,8,12,11,-4,2.83,2.64,OF,youngja03
1437,Rob Zastryzny,32,MIL,NL,9,3,0,7.2,1,0,1,0,0,1.000,,,0,0,0,1.17,0.11,P,zastrro01
1438,Seby Zavala,30,SEA,AL,18,14,9,121.0,95,91,3,1,0,.989,0,-1,-2,-20,-1,6.99,5.22,C,zavalse01
1439,Ryan Zeferjahn,26,LAA,AL,12,0,0,17.0,4,2,2,0,0,1.000,,,0,0,0,2.12,0.33,P,zeferry01
1440,Angel Zerpa,24,KCR,AL,60,0,0,53.2,13,3,8,2,0,.846,,,1,4,0,1.84,0.18,P,zerpaan01
1441,Tyler Zuber,29,TBR,AL,2,0,0,3.1,0,0,0,0,0,,,,-1,-60,,0.00,0.00,P,zuberty01
1442,Yosver Zulueta,26,CIN,NL,12,0,0,16.1,3,3,0,0,0,1.000,,,0,0,0,1.65,0.25,P,zulueyo01
1443,Guillo Zuñiga,25,LAA,AL,15,0,0,17.2,1,0,1,0,0,1.000,,,0,0,0,0.51,0.07,P,zuniggu01
